"Fabricant du syst?me","Mod?le du syst?me","Nom du syst?me","Type du syst?me","Nombre de processeurs","Nombre de c?urs du processeur","Processeur","M?moire install?e (Go)","Nom du syst?me d'exploitation","Version du syst?me d'exploitation","Architecture du syst?me d'exploitation"
"Hewlett-Packard","HP ProBook 650 G1","DESKTOP-2929KL5","x64-based PC","1","2","Intel(R) Core(TM) i5-4200M CPU @ 2.50GHz","7,92","Microsoft Windows 10 Professionnel","10.0.19045","64 bits"
